"film_id","title","rental_duration","rating","regular_revenue","late_revenue","total_revenue","rental_volume"
18,"ALTER VICTORY",6,"PG-13","16.83","15.95","32.78","22"
143,"CHILL LUCK",6,"PG","16.83","15.95","32.78","22"
130,"CELEBRITY HORN",7,"PG-13","17.82","14.94","32.76","24"
786,"SHEPHERD MIDSUMMER",7,"R","19.80","12.95","32.75","25"
405,"HAUNTED ANTITRUST",6,"NC-17","24.95","6.99","31.94","6"
224,"DESPERATE TRAINSPOTTING",7,"G","24.95","6.99","31.94","6"
758,"SAINTS BRIDE",5,"G","14.95","16.97","31.92","8"
225,"DESTINATION JERK",3,"PG-13","1.98","29.94","31.92","8"
714,"RANDOM GO",6,"NC-17","17.94","13.97","31.91","9"
264,"DWARFS ALTER",6,"G","17.94","13.97","31.91","9"
205,"DANCES NONE",3,"NC-17","6.93","24.93","31.86","14"
781,"SEVEN SWARM",4,"R","14.97","15.98","30.95","5"
32,"APOCALYPSE FLAMINGOS",6,"R","24.95","5.99","30.94","6"
490,"JUMANJI BLADE",4,"G","14.95","15.97","30.92","8"
240,"DOLLS RAGE",7,"PG-13","17.94","12.97","30.91","9"
539,"LUCK OPUS",7,"NC-17","26.91","3.99","30.90","10"
886,"THEORY MERMAID",5,"PG-13","8.93","21.95","30.88","11"
809,"SLIPPER FIDELITY",5,"PG-13","9.90","20.94","30.84","16"
280,"EMPIRE MALKOVICH",7,"G","14.85","15.94","30.79","21"
978,"WISDOM WORKER",3,"R","1.98","27.93","29.91","9"
208,"DARES PLUTO",7,"PG-13","17.94","11.97","29.91","9"
636,"OLEANDER CLUE",5,"PG","2.97","26.93","29.90","10"
794,"SIDE ARK",5,"G","3.96","25.92","29.88","12"
534,"LOUISIANA HARRY",5,"PG-13","9.90","19.93","29.83","17"
155,"CLEOPATRA DEVIL",6,"PG-13","7.92","21.91","29.83","18"
743,"ROOM ROMAN",7,"PG","13.86","15.94","29.80","20"
741,"ROMAN PUNK",7,"NC-17","19.80","9.96","29.76","24"
185,"COWBOY DOOM",3,"PG","14.95","13.98","28.93","7"
684,"PIZZA JUMANJI",4,"NC-17","8.97","19.96","28.93","7"
541,"LUKE MUMMY",5,"NC-17","14.95","13.98","28.93","7"
146,"CHITTY LOCK",6,"G","14.95","13.97","28.92","8"
656,"PAPI NECKLACE",3,"PG","2.97","25.95","28.92","8"
983,"WON DARES",7,"PG","20.93","7.98","28.91","9"
482,"JEOPARDY ENCINO",3,"R","3.96","24.94","28.90","10"
315,"FINDING ANACONDA",4,"R","4.95","23.93","28.88","12"
766,"SAVANNAH TOWN",5,"PG-13","4.95","23.93","28.88","12"
149,"CHRISTMAS MOONSHINE",7,"NC-17","15.84","12.95","28.79","21"
377,"GREASE YOUTH",7,"G","16.83","11.96","28.79","21"
459,"INFORMER DOUBLE",4,"NC-17","14.97","12.98","27.95","5"
513,"LEATHERNECKS DWARFS",6,"PG-13","8.97","18.96","27.93","7"
836,"SQUAD FISH",3,"PG","11.96","15.97","27.93","7"
230,"DIARY PANIC",7,"G","23.92","3.99","27.91","9"
250,"DRAGON SQUAD",4,"NC-17","4.95","22.94","27.89","11"
581,"MINORITY KISS",4,"G","4.95","22.94","27.89","12"
281,"ENCINO ELF",6,"G","13.86","13.95","27.81","19"
118,"CANYON STOCK",7,"R","14.85","12.96","27.81","19"
89,"BORROWERS BEDAZZLED",7,"G","18.81","8.97","27.78","22"
699,"PRIVATE DROP",7,"PG","19.96","6.99","26.95","5"
923,"UNFAITHFUL KILL",7,"R","17.94","8.98","26.92","8"
674,"PET HAUNTING",3,"PG","2.97","23.95","26.92","8"
188,"CRAZY HOME",7,"PG","26.91","0","26.91","9"
291,"EVOLUTION ALTER",5,"PG-13","4.95","21.93","26.88","12"
727,"RESURRECTION SILVERADO",6,"PG","15.84","10.95","26.79","21"
107,"BUNCH MINDS",4,"G","5.98","19.97","25.95","5"
223,"DESIRE ALIEN",7,"NC-17","20.93","4.99","25.92","8"
629,"NOTORIOUS REUNION",7,"NC-17","5.94","19.92","25.86","14"
598,"MOSQUITO ARMAGEDDON",6,"G","9.90","15.95","25.85","15"
424,"HOLOCAUST HIGHBALL",6,"R","12.87","12.96","25.83","17"
924,"UNFORGIVEN ZOOLANDER",7,"PG","12.87","12.95","25.82","18"
562,"MASKED BUBBLE",6,"PG-13","15.84","9.96","25.80","20"
218,"DECEIVER BETRAYED",7,"NC-17","17.82","7.97","25.79","21"
904,"TRAIN BUNCH",3,"R","14.97","9.99","24.96","4"
441,"HUNTER ALTER",5,"PG-13","2.99","21.96","24.95","5"
903,"TRAFFIC HOBBIT",5,"G","24.95","0","24.95","5"
62,"BED HIGHBALL",5,"NC-17","8.97","15.97","24.94","6"
990,"WORLD LEATHERNECKS",3,"PG-13","2.97","21.95","24.92","8"
352,"GATHERING CALENDAR",4,"PG-13","4.95","19.94","24.89","11"
290,"EVERYONE CRAFT",4,"PG","7.92","16.95","24.87","13"
258,"DRUMS DYNAMITE",6,"PG","6.93","17.94","24.87","13"
855,"STREAK RIDGEMONT",7,"PG-13","10.89","13.95","24.84","16"
688,"POLISH BROOKLYN",6,"PG","12.87","11.95","24.82","18"
663,"PATIENT SISTER",7,"NC-17","14.85","9.96","24.81","19"
981,"WOLVES DESIRE",7,"NC-17","18.81","5.98","24.79","21"
249,"DRACULA CRYSTAL",7,"G","17.82","6.97","24.79","21"
558,"MANNEQUIN WORST",3,"PG-13","2.99","20.96","23.95","5"
259,"DUCK RACER",4,"NC-17","8.97","14.97","23.94","6"
125,"CASSIDY WYOMING",5,"NC-17","5.98","17.96","23.94","6"
517,"LESSON CLEOPATRA",3,"NC-17","1.98","21.95","23.93","7"
136,"CHAPLIN LICENSE",7,"NC-17","23.92","0","23.92","8"
163,"CLYDE THEORY",4,"PG-13","2.97","20.95","23.92","8"
76,"BIRDCAGE CASPER",4,"NC-17","2.97","20.94","23.91","9"
722,"REEF SALUTE",5,"NC-17","5.94","17.95","23.89","11"
992,"WRATH MILE",5,"NC-17","8.91","14.95","23.86","14"
634,"ODDS BOOGIE",6,"NC-17","9.90","13.95","23.85","15"
427,"HOMEWARD CIDER",5,"R","11.88","11.96","23.84","16"
297,"EXTRAORDINARY CONQUERER",6,"G","11.96","10.98","22.94","6"
399,"HAPPINESS UNITED",6,"G","11.96","10.98","22.94","6"
622,"NEWSIES STORY",4,"G","2.97","19.96","22.93","7"
53,"BANG KWAI",5,"NC-17","14.95","7.98","22.93","7"
520,"LICENSE WEEKEND",7,"NC-17","17.94","4.99","22.93","7"
787,"SHINING ROSES",4,"G","1.98","20.94","22.92","8"
34,"ARABIA DOGMA",6,"NC-17","8.91","13.96","22.87","13"
440,"HUNGER ROOF",6,"G","5.94","16.93","22.87","13"
942,"VIETNAM SMOOCHY",7,"PG-13","10.89","11.96","22.85","15"
348,"GANDHI KWAI",7,"PG-13","12.87","9.96","22.83","17"
610,"MUSIC BOONDOCK",7,"R","14.85","7.96","22.81","19"
675,"PHANTOM GLORY",6,"NC-17","11.96","9.98","21.94","6"
959,"WARLOCK WEREWOLF",6,"G","11.96","9.98","21.94","6"
498,"KILLER INNOCENT",7,"R","8.97","12.97","21.94","6"
569,"MENAGERIE RUSHMORE",7,"G","17.94","3.99","21.93","7"
605,"MULHOLLAND BEAST",7,"PG","17.94","3.99","21.93","7"
153,"CITIZEN SHREK",7,"G","7.92","13.95","21.87","13"
593,"MONTEREY LABYRINTH",6,"G","9.90","11.97","21.87","13"
105,"BULL SHAWSHANK",6,"NC-17","11.88","9.96","21.84","16"
479,"JEDI BENEATH",7,"PG","16.83","4.98","21.81","19"
97,"BRIDE INTRIGUE",7,"G","16.83","4.98","21.81","19"
454,"IMPACT ALADDIN",6,"PG-13","0.99","19.92","20.91","9"
834,"SPOILERS HELLFIGHTERS",4,"G","3.96","16.94","20.90","10"
882,"TENENBAUMS COMMAND",4,"PG-13","8.91","11.96","20.87","13"
493,"KANE EXORCIST",5,"R","9.90","10.96","20.86","14"
186,"CRAFT OUTFIELD",6,"NC-17","12.87","7.97","20.84","16"
613,"MYSTIC TRUMAN",5,"NC-17","5.94","13.96","19.90","10"
831,"SPIRITED CASUALTIES",5,"PG-13","4.95","14.94","19.89","11"
509,"LANGUAGE COWBOY",5,"NC-17","6.93","12.96","19.89","11"
821,"SORORITY QUEEN",6,"NC-17","7.92","11.96","19.88","12"
538,"LOVERBOY ATTACKS",7,"PG-13","6.93","12.95","19.88","12"
894,"TOMATOES HELLFIGHTERS",6,"PG","10.89","8.97","19.86","14"
799,"SIMON NORTH",3,"NC-17","1.98","16.96","18.94","6"
754,"RUSHMORE MERMAID",6,"PG-13","14.95","3.99","18.94","6"
425,"HOLY TADPOLE",6,"R","4.95","13.96","18.91","9"
283,"ENDING CROWDS",6,"NC-17","7.92","10.97","18.89","11"
194,"CROW GREASE",6,"PG","8.91","9.97","18.88","12"
696,"PRIDE ALAMO",6,"NC-17","14.85","3.99","18.84","16"
812,"SMOKING BARBARELLA",7,"PG-13","14.85","3.98","18.83","18"
507,"LADYBUGS ARMAGEDDON",4,"NC-17","2.97","14.97","17.94","6"
547,"MAGIC MALLRATS",3,"PG","3.96","13.97","17.93","7"
357,"GILBERT PELICAN",7,"G","3.96","13.95","17.91","9"
868,"SUPERFLY TRIP",5,"PG","6.93","10.97","17.90","10"
27,"ANONYMOUS HUMAN",7,"NC-17","8.91","8.96","17.87","13"
430,"HOOK CHARIOTS",7,"G","9.90","7.97","17.87","13"
795,"SIEGE MADRE",7,"R","11.88","5.97","17.85","15"
94,"BRAVEHEART HUMAN",7,"PG-13","11.96","4.99","16.95","5"
180,"CONSPIRACY SPIRIT",4,"PG-13","11.96","4.99","16.95","5"
343,"FULL FLATLINERS",6,"PG","11.96","4.99","16.95","5"
997,"YOUTH KICK",4,"NC-17","1.98","14.96","16.94","6"
339,"FROGMEN BREAKING",5,"R","6.93","9.97","16.90","10"
66,"BENEATH RUSH",6,"NC-17","6.93","9.97","16.90","10"
64,"BEETHOVEN EXORCIST",6,"PG-13","6.93","9.96","16.89","11"
931,"VALENTINE VANISHING",7,"PG-13","8.91","7.97","16.88","12"
63,"BEDAZZLED MARRIED",6,"PG","8.91","7.96","16.87","13"
797,"SILENCE KANE",7,"R","14.85","1.99","16.84","16"
400,"HARDLY ROBBERS",7,"R","5.98","9.98","15.96","4"
584,"MIXED DOORS",6,"PG-13","5.98","9.98","15.96","4"
612,"MUSSOLINI SPOILERS",6,"G","11.96","3.99","15.95","5"
974,"WILD APOLLO",4,"R","2.97","12.97","15.94","6"
407,"HAWK CHILL",5,"PG-13","3.96","11.97","15.93","7"
947,"VISION TORQUE",5,"PG-13","3.96","11.97","15.93","7"
492,"JUNGLE CLOSER",6,"NC-17","5.94","9.97","15.91","9"
511,"LAWRENCE LOVE",7,"NC-17","10.89","4.98","15.87","13"
762,"SASSY PACKER",6,"G","11.88","3.99","15.87","13"
379,"GREEDY ROOTS",7,"R","12.87","2.99","15.86","14"
830,"SPIRIT FLINTSTONES",7,"R","13.86","1.99","15.85","15"
362,"GLORY TRACY",7,"PG-13","14.95","0","14.95","5"
808,"SLING LUKE",5,"R","2.97","11.97","14.94","6"
935,"VANISHED GARDEN",5,"R","1.98","12.96","14.94","7"
752,"RUNNER MADIGAN",6,"NC-17","4.95","9.97","14.92","8"
998,"ZHIVAGO CORE",6,"NC-17","5.94","8.97","14.91","9"
813,"SMOOCHY CONTROL",7,"R","9.90","4.98","14.88","12"
262,"DUMBO LUST",5,"NC-17","2.97","10.97","13.94","6"
965,"WATERSHIP FRONTIER",6,"G","1.98","11.96","13.94","6"
516,"LEGEND JEDI",7,"PG","5.94","7.97","13.91","9"
630,"NOTTING SPEAKEASY",7,"PG-13","6.93","6.97","13.90","10"
423,"HOLLYWOOD ANONYMOUS",7,"PG","11.88","1.99","13.87","13"
910,"TREATMENT JEKYLL",3,"PG","4.95","7.98","12.93","7"
866,"SUNSET RACER",6,"NC-17","4.95","7.97","12.92","8"
822,"SOUP WISDOM",6,"R","4.95","7.97","12.92","8"
751,"RUNAWAY TENENBAUMS",6,"NC-17","5.94","6.98","12.92","8"
940,"VICTORY ACADEMY",6,"PG-13","5.94","6.97","12.91","9"
899,"TOWERS HURRICANE",7,"NC-17","9.90","2.99","12.89","11"
566,"MAUDE MOD",6,"R","5.94","5.98","11.92","8"
594,"MONTEZUMA COMMAND",6,"NC-17","6.93","4.98","11.91","9"
355,"GHOSTBUSTERS ELF",7,"R","5.94","5.97","11.91","9"
477,"JAWBREAKER BROOKLYN",5,"PG","8.91","2.99","11.90","10"
157,"CLOCKWORK PARADISE",7,"PG-13","7.92","3.98","11.90","10"
178,"CONNECTION MICROCOSMOS",6,"G","4.95","5.98","10.93","7"
52,"BALLROOM MOCKINGBIRD",6,"G","5.94","4.98","10.92","8"
168,"COMANCHEROS ENEMY",5,"R","4.95","4.99","9.94","6"
523,"LIGHTS DEER",7,"R","5.94","3.98","9.92","8"
401,"HAROLD FRENCH",6,"NC-17","6.93","2.99","9.92","8"
839,"STALLION SUNDANCE",5,"PG-13","4.95","3.98","8.93","7"
475,"JAPANESE RUN",6,"G","4.95","2.99","7.94","6"
196,"CRUELTY UNFORGIVEN",7,"G","5.94","1.99","7.93","7"
718,"REBEL AIRPORT",7,"G","7.92","0","7.92","8"
261,"DUFFEL APOCALYPSE",5,"G","6.93","0","6.93","7"
996,"YOUNG LANGUAGE",6,"G","6.93","0","6.93","7"
335,"FREEDOM CLEOPATRA",5,"PG-13","3.96","1.99","5.95","5"
635,"OKLAHOMA JUMANJI",7,"PG","5.94","0","5.94","6"
885,"TEXAS WATCH",7,"NC-17","5.94","0","5.94","6"
